"user","age","gender","location","distribution_excellent","distribution_very_good","distribution_avergae","distribution_poor","distribution_terrible"
"Alexey U","","","","","","","",""
"Kati_whatever","","","","","","","",""
"JohnBuzzard","","","","","","","",""
"Newton_Brazil","","","","","","","",""
"KrassimiraM","","","Sofia, Bulgaria","2.0","0.0","1.0","0.0","1.0"
"Logan V","","","","","","","",""
"beatrizm115","25-34","woman","Dusseldorf, Germany","878.0","228.0","147.0","51.0","20.0"
"Liad_staff","","","","","","","",""
"Valentina S","18-24","woman","Blagoevgrad, Blagoevgrad, Bulgaria","5.0","2.0","2.0","0.0","0.0"
"Biajante","","","","","","","",""
"Jethro672","","","","","","","",""
"aikaralazos","","","","","","","",""
"Drpablo80","","","","","","","",""
"E K","18-24","woman","Warsaw, Poland","","","","",""
"DrewSkeez","","","","","","","",""
"Isadora C","","","","","","","",""
"Jackie F","","","","","","","",""
"Vasilp","","","","","","","",""
"Jolanta_Ugne","","","","","","","",""
"iorek_0083","","","","","","","",""
"roy h","","","","","","","",""
"JoshHostels","","","","","","","",""
"Natis23","","","","","","","",""
"indy1977","","","thessaloniki, Greece","","","","",""
"Big-Rayo","","","","","","","",""
"Amanda P","25-34","woman","Washington DC, District of Columbia","21.0","13.0","6.0","4.0","1.0"
"kazirina","50-64","woman","Kishinev","12.0","1.0","1.0","0.0","0.0"
"miriamo805","","","","","","","",""
"Deborah S","","","","","","","",""
"923melis","","","","","","","",""
"Jeffrey T","","","","","","","",""
"glopaul","","","","","","","",""
"lena_5_thessaloniki","","","","","","","",""
"Stratos_Axiotis","","","","","","","",""
"jkl-cz","","","","","","","",""
"F R","","","","","","","",""
"njd47559","","","","","","","",""
"eneacsu","","","","","","","",""
"Keat_Siang73","","","","","","","",""
"tomorrowsantiques","","","","","","","",""
"LuisFafe_Portugal","","","","","","","",""
"drumbrake","","","","","","","",""
"balkanghost","","","","","","","",""
"bradders63","","","","","","","",""
"nudechef","","","","","","","",""
"Philip G","","","","","","","",""
"thomas3Uk","","","","","","","",""
"zois78","","","","","","","",""
"roseQ","","","","","","","",""
"cata1962","","","","","","","",""
"stuttflyer","","","","","","","",""
"ettelbruck","","","","","","","",""
"Ijustlovetotravel101","","","","","","","",""
"Jitka75","","","","","","","",""
"kinglion2016","","","Rhodes, Greece","8","0","0.0","0.0","1.0"
"642vikasht","","","","4","0","0.0","0.0","0.0"
"n123123","","","","","","","",""
"iond468","","","","","","","",""
"rascall","","","","","","","",""
"Zionian","","","","","","","",""
"DrCraq","","","","","","","",""
"Trripping","","","","","","","",""
"AnaMaria2112","","","","","","","",""
"StefT021","","","","","","","",""
"Nadav M","","","","","","","",""
"Seaside180455","","","","","","","",""
"olgalidap","","","","","","","",""
"hotrespecialist","","","","","","","",""
"Perica81","","","","","","","",""
"advbg","","","","","","","",""
"koertv233","","","","","","","",""
"baltzides","","","","","","","",""
"Melvyn J","","","","","","","",""
"l30n713n","","","","","","","",""
"VeroB403","","","","","","","",""
"EttyZaharieva","","","","","","","",""
"Rossi K","","","","","","","",""
"lbloju","","","","","","","",""
"uzmelissa","","","","","","","",""
"Ni P","","","","","","","",""
"383cristiant","","","","","","","",""
"umefe","","","","","","","",""
"yurgo","","","","","","","",""
"brilandm","","","","","","","",""
"BishRon","","","","","","","",""
"Alexis25","","","","","","","",""
"giorgosc265","","","","","","","",""
"Franc T","","","","","","","",""
"Marek_ZG","","","","","","","",""
"Eric H","","","","","","","",""
"Seaturtle32","","","","","","","",""
"Hiker1234567","","","","","","","",""
"PopMack","","","","","","","",""
"Bujar G","","","","","","","",""
"Cristian F","","","","","","","",""
"didikasa","","","","","","","",""
"AussieTravellers555","","","","","","","",""
"takis56","","","","","","","",""
"Rene A","","","","","","","",""
"Vancouverites604","","","","","","","",""
"Sandgroper2","","","","","","","",""
"Nikos N","","","","","","","",""
"TravelEverywhere23","","","","","","","",""
"Ανθούλα Ζ","","","","","","","",""
"IustitiaDivina","","","","","","","",""
"miodragd411","","","","","","","",""
"Julia-Fares","","","","","","","",""
"Andrew B","","","","","","","",""
"monakhalil5","","","","","","","",""
"cata_adc","","","","","","","",""
"eliask58","","","","","","","",""
"charalambosp40","","","","","","","",""
"589fanist","","","","","","","",""
"Delibaba","","","","","","","",""
"NikosSot","","","","","","","",""
"Christopher R","","","","","","","",""
"Desolve","","","","","","","",""
"vagelisbour","","","","","","","",""
"IvanStojanovic1","","","","","","","",""
"DAVE H","","","","","","","",""
"MOJ-KARIMI","","","","","","","",""
"BbK83","","","","","","","",""
"LabRat_2255","","","","","","","",""
"John V","","","","","","","",""
"AnnaGee55","","","","","","","",""
"Ankhman","","","","","","","",""
"Doplayy","","","","","","","",""
"manoliap","","","","","","","",""
"S73w33","","","","","","","",""
"Radoslav D","","","","","","","",""
"Irinel S","","","","","","","",""
"Relax68146914728","","","","","","","",""
"Oana I","","","","","","","",""
"Aurora_Boreallis","","","","","","","",""
"Maggie S","","","","","","","",""
"GeorgeTso","","","","","","","",""
"Edin Z","","","","","","","",""
"jkaraou","","","","","","","",""
"liakouri","","","","","","","",""
"jmeem42016","","","","","","","",""
"N S","","","","","","","",""
"Greg R","","","","","","","",""
"gutzanu","","","","","","","",""
"besiri","","","","","","","",""
"Apallak","","","","","","","",""
"Kostas A","","","","","","","",""
"Las14","","","","","","","",""
"veerleVS","","","","","","","",""
"YIO-YIA","","","","","","","",""
"evangelia x","","","","","","","",""
"Aeronaut65","","","","","","","",""
"TziEl","","","","","","","",""
"Pastitsada","","","","","","","",""
"kobi f","","","","","","","",""
"θοδωρης χ","","","","","","","",""
"Sanja R","","","","","","","",""
"Badger2011","","","","","","","",""
"Konstantinovic","","","","","","","",""
"George_D74","","","","","","","",""
"summichica77","","","","","","","",""
"Tasos189403","","","","","","","",""
"GezginIstanbul34","","","","","","","",""
"jodathegreatjedi","","","","","","","",""
"Hana J","","","","","","","",""
"BalkanBetty","","","","","","","",""
"Tirpula","","","","","","","",""
"JohnDDod","","","","","","","",""
"CmosPower","","","","","","","",""
"stephanoss12","","","","","","","",""
"LiaK321","","","","","","","",""
"SANDYMER","","","","","","","",""
"alpkorhan","25-34","man","Nicosia, Cyprus","174","75","5.0","1.0","1.0"
"masaomitakahashieric","","","","","","","",""
"kochampodroze1","","","","","","","",""
"nomoredharma","","","","3.0","0.0","1.0","1.0","0.0"
"Q9569MPannac","","","","","","","",""
"Inspire587709","","","","","","","",""
"Nadya R","","","","","","","",""
"Ana_L_23","","","","","","","",""
"Riccardo Z","","","","","","","",""
"Zlata C","","","","","","","",""
"oanaiog","","man","Bucharest, Romania","37.0","39.0","9.0","5.0","0.0"
"JamesFFC","18-24","man","Maidenhead, United Kingdom","316.0","176.0","67.0","23.0","8.0"
"581anca","","","","","","","",""
"KKitty123","","","","","","","",""
"Eminaa","","","","","","","",""
"roundthegalaxy","","","","","","","",""
"pauline r","","","","","","","",""
"cooker3000","25-34","man","Dublin, Ireland","572.0","459.0","86.0","7.0","0.0"
"erivand","","","","","","","",""
"Dirckfando","","","Utrecht","5.0","33.0","18.0","8.0","0.0"
"MiaD838","","man","Bucharest, Romania","15.0","1.0","1.0","0.0","0.0"
"CowLick19","18-24","man","Grimsby, United Kingdom","19.0","8.0","1.0","2.0","0.0"
"Stone S","","","","","","","",""
"kalapou","","","","","","","",""
"Hanna T","","","","6.0","3.0","0.0","0.0","0.0"
"Daniel G","","","","","","","",""
"Siobhan B","","","","","","","",""
"Gidi B","","","","","","","",""
"mcdunna","","","","","","","",""
"TheBonanza","","","","","","","",""
"bhoevding","","","","","","","",""
"Martin V","","","","","","","",""
"dopitak","35-49","man","Brno, Czech Republic","43.0","34.0","18.0","7.0","0.0"
"thanos-athens","","","","","","","",""
"teslaarthostel","","","","","","","",""
"angelikipapa","","","","","","","",""
"joannakangsepp","","","","","","","",""
"chrysavgit2016","","woman","Athens, Greece","24.0","9.0","5.0","2.0","1.0"
"Imke B","","","","","","","",""
"Helen N","","","","","","","",""
"Jerry_Moebius","","","","","","","",""
"Oz G","","","","","","","",""
"209bogdanp","","","","","","","",""
"Aleksandra P","","","","","","","",""
"IgorPavlovic17","","","","","","","",""
"Skyescott2","","","","","","","",""
"tabserr","","","","","","","",""
"Margialena","","","","","","","",""
"Luke M","","","","","","","",""
"TiagoP2312","","","","","","","",""
"ancienttravel","","","","","","","",""
"savypirate23","","","","","","","",""
"Luke3001","","","","","","","",""
"fred8419","","","","","","","",""
"Jorn G","","","","","","","",""
"George R","","","","","","","",""
"Marc J","","","","","","","",""
"Dragomir S","","","","","","","",""
"sceatsifu","","","","","","","",""
"AkisZ10","","","","","","","",""
"peakyiova","","","","","","","",""
"nemlets22","","","","","","","",""
"valebrooking","","","","","","","",""
"totravelmore2017","","","","","","","",""
"Damien B","","","","","","","",""
"alex4theworlds","","","","","","","",""
"CarolleAlarcon","","","","","","","",""
"Alenka K","","","","","","","",""
"Elena E","","","","","","","",""
"40beckye","","","","","","","",""
"Natasha M","","","","","","","",""
"Altug71","","","","","","","",""
"Vihren M","","","","","","","",""
"Bodrimir","","","","","","","",""
"Breanna H","","","","","","","",""
"Mike R","","","","","","","",""
"torim403","","","","","","","",""
"Katkana","","","","","","","",""
"Mehdi A","","","","","","","",""
"RosiePosieTosie","","","","","","","",""
"269seanar","","","","","","","",""
"Dylan H","","","","","","","",""
"Srle D","","","","","","","",""
"peppelab90","","","","","","","",""
"Mutlu T","","","","","","","",""
"Manda C","","","","","","","",""
"Amy K","","","","","","","",""
"Hippolyte T","","","","","","","",""
"Sabah A","","","","","","","",""
"MelissaC494","","","","","","","",""
"Anne-Sophie L","","","","","","","",""
"Nas R","","","","","","","",""
"madsknuts","","","","","","","",""
"BrentonAndersen","","","","","","","",""
"TheFot88","","","","","","","",""
"Grace_Blake93","","","","","","","",""
"Kasey R","","","","","","","",""
"dannyc457","","","","","","","",""
"shalini1989","","","","","","","",""
"adventuresofKT","","","","","","","",""
"Βιολογία Β","","","","","","","",""
"BUNYIP58","","","","","","","",""
"martatravelleritaly","","","","","","","",""
"jalepe","","","","","","","",""
"Catalin_Ionascu","","","","","","","",""
"PanagiotisK925","","","","","","","",""
"Denitsa S","","","","","","","",""
"mkohm","","","","","","","",""
"Robert S","","","","","","","",""
"Karolina D","","","","","","","",""
"Anna W","","","","","","","",""
"alberto f","","","","","","","",""
"Henry L","","","","","","","",""
"263anna","","","","","","","",""
"giuli I","","","","","","","",""
"Henrique B","","","","","","","",""
"Frederic D","","","","","","","",""
"Annaopreis","","","","","","","",""
"Leo S","","","","","","","",""
"Kendallsurprise","","","","","","","",""
"Anutka_13","","","","","","","",""
"E B","","","","","","","",""
"Vanessa N","","","","","","","",""
"110vasilisk","","","","","","","",""
"gelu77","","","","","","","",""
"JordiVR_82","","","","","","","",""
"GreekGirlontheGo","","","","4","0","0.0","0.0","0.0"
"R481MQ_","","","","","","","",""
"Sylviav5","","","","","","","",""
"OnAir26917011870","","","","","","","",""
"Shon10111","","","","","","","",""
"Doc_Coq","","","","","","","",""
"ferrpe","","","","","","","",""
"Christina L","","","","","","","",""
"AvrahamS16","","","","","","","",""
"Bilje113","","","","","","","",""
"korisnikhotela","","","","","","","",""
"alexadros879","","","","","","","",""
"carlcundall","","","","","","","",""
"princess_Iva14","","","","","","","",""
"Shlomo G","","","","","","","",""
"venus73","","","","","","","",""
"Mccberlin","","","","","","","",""
"gregorisg7","","","","","","","",""
"marja v","","","","","","","",""
"macanila","","","","","","","",""
"Diana P","","","","","","","",""
"U K","","","","","","","",""
"catherinek518","","","","","","","",""
"cerendiv","","","","","","","",""
"V2502DSjennyt","","","","","","","",""
"Asahni88","","","","","","","",""
"ads500","","","","","","","",""
"Vanessa057","","","","","","","",""
"chryer74","","","","","","","",""
"theozagori","","","","","","","",""
"vivere2016","","","","","","","",""
"tasosaxl","","","Hong Kong, China","17.0","13.0","6.0","1.0","0.0"
"Roam254983","","","","","","","",""
"alinabeatriceserban","","","","","","","",""
"MariaS21122112","","","","","","","",""
"Jasmina S","","","","","","","",""
"anderso1993","18-24","man","Helsingborg, Sweden","24.0","18.0","7.0","1.0","0.0"
"Alexandru D","","","","","","","",""
"Doina P","","","","","","","",""
"florind143","35-49","man","Ploiesti, Romania","31.0","26.0","7.0","2.0","0.0"
"100taniav","","","","","","","",""
"Ingrida38","","","","","","","",""
"NIKOS-env","","","","","","","",""
"turista17654","","","Belgrade, Serbia","26.0","37.0","16.0","3.0","0.0"
"137mariust","","man","Bucharest, Romania","4.0","0.0","0.0","0.0","0.0"
"Vida V","","","","","","","",""
"florentinasimonaa","","","","3.0","0.0","1.0","0.0","1.0"
"aboo_uk","","","","","","","",""
"Basak M","","","","","","","",""
"Zrinka M","","","Zagreb, Grad Zagreb, Croatia","9.0","11.0","8.0","1.0","0.0"
"bit10","","","","","","","",""
"gids2014","","","","","","","",""
"elena_khotkis","","","","","","","",""
"ari p","","","","","","","",""
"civis_mundi_3","","","","","","","",""
"Panayiotis B","","","Athens, Greece","10.0","0.0","2.0","0.0","0.0"
"812denize","","","","","","","",""
"MaroStag","","","","","","","",""
"Petrit","","","","","","","",""
"Angel A","","","","","","","",""
"acesito","","","","","","","",""
"912biljanas","","","","","","","",""
"redtshirt01","","man","Bucharest, Romania","","","","",""
"Asikar","","","","","","","",""
"772kristik","","","","","","","",""
"Pieeter","","","","","","","",""
"hlianal","","","","","","","",""
"kizas","35-49","man","Belgrade, Serbia","10.0","68.0","15.0","1.0","1.0"
"katerinaflex","","","","","","","",""
"SuzieLee71","","","","","","","",""
"yvica","35-49","woman","Germany","55.0","29.0","12.0","5.0","10.0"
"Patrickios","","","","","","","",""
"E571","35-49","man","Tirana, Albania","7.0","13.0","2.0","1.0","0.0"
"dpgee_9","","man","Paphos, Cyprus","28.0","3.0","6.0","2.0","1.0"
"smartiq","35-49","woman","Athens Greece","111.0","84.0","41.0","11.0","10.0"
"BalkantravelerRijeka","","","","","","","",""
"FVHVManager","","","","","","","",""
"Myrtous","","","","","","","",""
"zimhippo","","","","","","","",""
"Eugenem21","","","","","","","",""
"Zeteo","","","","","","","",""
"Herki","","","","","","","",""
"Thanasis1212","","","","","","","",""
"MikaelaKRT","","","","","","","",""
"Wermelinski","","","","27.0","6.0","2.0","0.0","0.0"
"G4899RTisabelled","","","","","","","",""
"oscar-private-sailin","","","Pollonia, Greece","6.0","0.0","0.0","0.0","0.0"
"ANES_B","","man","Thessaloniki, Greece","3.0","0.0","0.0","0.0","0.0"
"mitraveler16","","","Seattle, Washington","35.0","41.0","13.0","1.0","0.0"
"Rapseflaps","","","","","","","",""
"kunmingirl","50-64","woman","Kibbutz Gezer, Israel","62.0","59.0","22.0","2.0","2.0"
"wfurman","","","Whittier, California","43.0","4.0","0.0","0.0","0.0"
"829rodl","","","","3.0","1.0","0.0","0.0","0.0"
"201fabioa","","","Playa del Carmen, Mexico","13.0","1.0","1.0","2.0","2.0"
"K9107JH_","","","","4.0","1.0","0.0","0.0","0.0"
"jeffaE6754QZ","","","","","","","",""
"bartb1247","","","Waarschoot, Belgium","3.0","0.0","0.0","0.0","0.0"
"koulakountou","","","","","","","",""
"BornbutnotBeaten","","","","","","","",""
"Amitniss","","","Tel Aviv, Israel","3.0","1.0","1.0","1.0","0.0"
"melpapa89","18-24","woman","Atlanta, Georgia","2.0","3.0","1.0","0.0","0.0"
"myrtos2017","","","Athens, Greece","3.0","0.0","2.0","1.0","0.0"
"53babisf","","","","","","","",""
"LewithinAAA","35-49","man","Bucharest, Romania","85.0","113.0","35.0","10.0","6.0"
"Tripvagos","","","Thessaloniki, Greece","3.0","1.0","0.0","0.0","0.0"
"aretap2015","","","","","","","",""
"giannistriataf","","","Brussels, Belgium","","","","",""
"georgeanst","","","","","","","",""
"Erfahrung-der-Welt","","","Switzerland","6.0","1.0","0.0","0.0","0.0"
"Jeremy C","","man","Langar, United Kingdom","13.0","7.0","0.0","0.0","0.0"
"george_svol","","","","","","","",""
"Desislava D","","","Sofia, Bulgaria","61.0","12.0","0.0","2.0","1.0"
"CYMari","","","Nicosia, Cyprus","3.0","0.0","0.0","0.0","0.0"
"FIN-BG_travellers","","","Brussels, Belgium","","","","",""
"colinhosie","","man","Stretford, United Kingdom","6.0","1.0","2.0","0.0","2.0"
"jamieb691","","","Kenilworth, United Kingdom","7.0","1.0","0.0","0.0","0.0"
"Jonasthys","","","","","","","",""
"sotiriss694","","","","","","","",""
"monique1597","","","","","","","",""
"205antonise","","","","5.0","1.0","0.0","0.0","1.0"
"PaulMStockholm","","","stockholm","8.0","1.0","0.0","0.0","0.0"
"Marti L","","","","4.0","0.0","1.0","0.0","0.0"
"Dora E","25-34","woman","Magnesia Region, Greece","35.0","30.0","10.0","2.0","1.0"
"florianmS5840TM","","","","","","","",""
"freya691","35-49","woman","Bunbury, Australia","92.0","226.0","58.0","9.0","2.0"
"SteevoGeo","","","Athens, Greece","4.0","1.0","0.0","1.0","0.0"
"firasa166","","","","8.0","0.0","0.0","1.0","0.0"
"215saphirab","","","Charlottesville, Virginia","","","","",""
"TKDMike1","50-64","man","San Diego, California","34.0","3.0","2.0","3.0","4.0"
"Brian H","","","","8.0","1.0","0.0","0.0","17.0"
"arthurl9","","","Vienna, Austria","","","","",""
"RobLynnne","","","Australia","11.0","11.0","0.0","0.0","0.0"
"erezsb","","","","12.0","15.0","3.0","1.0","0.0"
"Mkcsnoopy11","","","","2.0","1.0","0.0","0.0","0.0"
"johndY5377FX","","","Geldrop, The Netherlands","9.0","3.0","2.0","0.0","1.0"
"bermejo22","","","Bridgetown, Canada","12.0","0.0","0.0","0.0","0.0"
"KS88888","","","","","","","",""
"plyalb","","","Johannesburg, South Africa","5.0","3.0","0.0","0.0","0.0"
"coritind","","","Coventry, United Kingdom","8.0","0.0","0.0","0.0","0.0"
"Dani L","","","","","","","",""
"Andrew K","","","","","","","",""
"Moatilliatta","","","Maastricht, The Netherlands","5.0","1.0","1.0","0.0","0.0"
"Nicusor M","","","","4.0","2.0","0.0","0.0","0.0"
"Надежда Ж","","","","23.0","4.0","1.0","0.0","0.0"
"lblace","25-34","woman","Nottingham, United Kingdom","27.0","20.0","3.0","0.0","0.0"
"Tamile70","","","Tel Aviv, Israel","24.0","5.0","1.0","1.0","0.0"
